estimated_owners,rating,game_name,developer,publisher
1000000,86.60,Thief Simulator,Noble Muffins,PlayWay S.A.
1000000,91.57,Love Is All Around,intiny,intiny
1000000,91.60,Marvel’s Spider-Man: Miles Morales,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC
1000000,93.90,Timberborn,Mechanistry,Mechanistry
1000000,90.06,Bright Memory: Infinite,FYQD-Studio,"FYQD-Studio, PLAYISM"
1000000,89.85,MudRunner,Saber Interactive,Focus Entertainment
500000,91.25,KovaaK's,KovaaK Games,KovaaK Games
2000000,92.29,Mafia II (Classic),2K Czech,2K
1000000,66.51,Hero Siege,Panic Art Studios Ltd,Panic Art Studios Ltd
1000000,89.56,Men of War: Assault Squad 2,Digitalmindsoft,Fulqrum Publishing
1000000,94.52,Your Only Move Is HUSTLE,Ivy Sly,Ivy Sly
1000000,67.58,REMATCH,Sloclap,"Sloclap, Kepler Interactive"
1000000,91.24,暖雪 Warm Snow,BadMudStudio,bilibili
1000000,88.04,Forager,HopFrog,Balor Games
1000000,92.70,Nine Sols,RedCandleGames,RedCandleGames
1000000,89.89,My Time at Portia,Pathea Games,Focus Entertainment
1000000,64.62,The Callisto Protocol™,Striking Distance Studios,KRAFTON Inc.
1000000,94.26,Clone Drone in the Danger Zone,Doborog Games,Doborog Games
1000000,79.29,Atomic Heart,Mundfish,"Focus Entertainment, 4Divinity"
1000000,66.74,Lords of the Fallen,CI Games,CI Games
1000000,93.85,Car Mechanic Simulator 2021,Red Dot Games,PlayWay S.A.
500000,74.87,Deadside,Bad Pixel,"Bad Pixel, tinyBuild"
500000,93.08,Wandering Sword,The Swordman Studio,Spiral Up Games
1000000,90.50,BONEWORKS,Stress Level Zero,Stress Level Zero
2000000,93.42,ROUNDS,Landfall,Landfall
1000000,94.07,Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co. Ltd., Abstraction Games",Spike Chunsoft Co. Ltd.
500000,94.71,The Walking Dead: The Telltale Definitive Series,Skybound Games,Skybound Games
1000000,86.36,Beyond: Two Souls,Quantic Dream,Quantic Dream
500000,94.09,The Coffin of Andy and Leyley,Kit9 Studio,Kit9 Studio
1000000,92.60,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games
1000000,85.09,Farming Simulator 25,GIANTS Software,GIANTS Software
1000000,90.97,Loop Hero,Four Quarters,Devolver Digital
1000000,87.85,嗜血印 Bloody Spell,艺龙游戏,艺龙游戏
500000,95.35,VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games,"Ysbryd Games, PLAYISM"
1000000,32.55,NBA 2K24,Visual Concepts,2K
1000000,92.48,MX Bikes,PiBoSo,PiBoSo
2000000,90.96,Torchlight II,Runic Games,XD
1000000,94.02,Rivals of Aether,Aether Studios,Aether Studios
2000000,82.30,Pathfinder: Wrath of the Righteous - Enhanced Edition,Owlcat Games,"META Publishing, Owlcat Games"
1000000,92.24,The Stanley Parable: Ultra Deluxe,Crows Crows Crows,Crows Crows Crows
2000000,84.75,Pacify,Shawn Hitchcock,Hitchcock Games
1000000,76.98,Total War: WARHAMMER,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)","SEGA, Feral Interactive"
2000000,69.28,Call of Duty®: WWII,"Sledgehammer Games, Raven Software",Activision
500000,93.49,Mouthwashing,Wrong Organ,CRITICAL REFLEX
500000,96.51,Senren＊Banka,YUZUSOFT,"HIKARI FIELD, NekoNyan Ltd."
1000000,73.50,Stoneshard,Ink Stains Games,HypeTrain Digital
500000,86.77,DARK SOULS™ II,FromSoftware Inc.,"BANDAI NAMCO Entertainment, FromSoftware Inc."
2000000,83.87,Battlefield: Bad Company™ 2,DICE,Electronic Arts
500000,81.13,City Car Driving,Forward Development Ltd.,Forward Global Group Ltd.
500000,92.79,Against the Storm,Eremite Games,Hooded Horse
1000000,75.26,Assassin’s Creed Shadows,"Ubisoft Quebec, Ubisoft Belgrade, Ubisoft Bordeaux, Ubisoft Bucharest & Craiova, Ubisoft Chengdu, Ubisoft Montpellier, Ubisoft Montreal, Ubisoft Osaka, Ubisoft Philippines, Ubisoft Shanghai, Ubisoft Singapore, Ubisoft Sofia, Ubisoft Ukraine",Ubisoft
5000000,89.40,HITMAN™ 2,IO Interactive A/S,IO Interactive A/S
500000,70.45,Far Cry® 6,"Ubisoft Toronto, Ubisoft Montreal, Ubisoft Kyiv, Ubisoft Shanghai, Ubisoft Berlin",Ubisoft
1000000,82.59,Draw & Guess,Acureus,Acureus
500000,80.16,Temtem,Crema,Balor Games
1000000,90.98,Assetto Corsa Competizione,Kunos Simulazioni,505 Games
1000000,86.34,Town of Salem,BlankMediaGames,Digital Bandidos
2000000,88.57,Crusader Kings II,Paradox Development Studio,Paradox Interactive
500000,70.82,Mortal Kombat 1,"NetherRealm Studios, QLOC",Warner Bros. Games
1000000,85.18,Wartales,Shiro Games,Shiro Games
1000000,95.18,Wobbly Life,RubberBandGames,RubberBandGames
500000,94.70,Return of the Obra Dinn,Lucas Pope,3909
2000000,86.42,For The King,IronOak Games,Curve Games
1000000,94.09,Shadow Tactics: Blades of the Shogun,Mimimi Games,Daedalic Entertainment
500000,94.51,Milk inside a bag of milk inside a bag of milk,Nikita Kryukov,Nikita Igorevich Studio
500000,57.19,NBA 2K22,Visual Concepts,2K
2000000,78.76,Assassin's Creed® Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft
500000,93.54,Halls of Torment,Chasing Carrots,Chasing Carrots
1000000,88.31,Bright Memory,FYQD-Studio,"FYQD-Studio, PLAYISM"
1000000,86.58,Wreckfest,Bugbear,THQ Nordic
10000000,86.19,"Warhammer 40,000: Rogue Trader",Owlcat Games,Owlcat Games
1000000,91.56,Kingdoms and Castles,"Lion Shield, LLC","Lion Shield, LLC"
500000,86.70,Backrooms: Escape Together,Triiodide Studios,Triiodide Studios
2000000,88.64,Kingdom Two Crowns,"Stumpy🐙Squid, Fury Studios, Coatsink",Raw Fury
500000,95.94,Crime Scene Cleaner,President Studio,"President Studio, PlayWay S.A."
1000000,83.41,Call to Arms - Gates of Hell: Ostfront,"Barbedwire Studios, Digitalmindsoft",Digitalmindsoft
1000000,78.34,Starship Troopers: Extermination,Offworld,Offworld
1000000,86.91,God of War Ragnarök,"Santa Monica Studio, Jetpack Interactive",PlayStation Publishing LLC
1000000,86.94,DJMAX RESPECT V,NEOWIZ,NEOWIZ
500000,92.39,BlazBlue Entropy Effect,91Act,"91Act, Astrolabe Games"
1000000,91.23,ShellShock Live,kChamp Games,kChamp Games
500000,94.72,Slay the Princess — The Pristine Cut,Black Tabby Games,"Black Tabby Games, Serenity Forge"
1000000,91.57,Bloodstained: Ritual of the Night,ArtPlay,505 Games
2000000,72.02,Skullgirls 2nd Encore,Hidden Variable Studios,Autumn Games
1000000,77.36,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios
1000000,93.35,The Talos Principle,Croteam,"Devolver Digital, Croteam"
1000000,84.66,Verdun,BlackMill Games,BlackMill Games
2000000,53.68,World War 3,New Generation Games,Wishlist Games
1000000,93.20,ASTLIBRA Revision,KEIZO,WhisperGames
500000,93.87,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co. Ltd., Abstraction Games",Spike Chunsoft Co. Ltd.
2000000,92.84,Dwarf Fortress,Bay 12 Games,Kitfox Games
500000,94.83,Doki Doki Literature Club Plus!,Team Salvato,Serenity Forge
1000000,82.38,Hand Simulator,HFM Games,HFM Games
1000000,93.94,Paint the Town Red,South East Games,South East Games
200000,86.34,Tainted Grail: The Fall of Avalon,Questline,Awaken Realms
500000,76.48,Zero Hour,AttritoM7 Productions,AttritoM7 Productions
2000000,92.55,Super Meat Boy,Team Meat,Team Meat
1000000,41.87,NBA 2K21,Visual Concepts,2K
2000000,91.78,Spec Ops: The Line,YAGER,"2K, Missing Link Games"
500000,94.04,Stacklands,Sokpop Collective,Sokpop Collective
1000000,92.59,CARRION,Phobia Game Studio,Devolver Digital
2000000,93.41,Bastion,Supergiant Games,Supergiant Games
500000,80.70,Riders Republic,"Ubisoft Annecy, Ubisoft Belgrade, Ubisoft Kyiv, Ubisoft Pune, Ubisoft Odesa",Ubisoft Entertainment
1000000,92.02,Transistor,Supergiant Games,Supergiant Games
1000000,93.32,Blood and Bacon,Big Corporation,Grunge Games LTD
2000000,89.11,Age of Empires® III (2007),Ensemble Studios,Xbox Game Studios
1000000,89.04,20 Minutes Till Dawn,flanne,"flanne, Erabit"
2000000,85.20,Tales of ARISE,Bandai Namco Studios Inc.,Bandai Namco Entertainment
500000,27.43,Kerbal Space Program 2,Intercept Games,Private Division
1000000,89.75,SUPERHOT,SUPERHOT Team,SUPERHOT Team
1000000,75.30,inZOI,inZOI Studio,KRAFTON Inc.
1000000,92.63,Superliminal,Pillow Castle,Pillow Castle
500000,92.27,Yakuza: Like a Dragon,Ryu Ga Gotoku Studio,SEGA
1000000,94.25,Dorfromantik,Toukana Interactive,Toukana Interactive
500000,95.06,Hi-Fi RUSH,Tango Gameworks,KRAFTON Inc.
200000,96.13,Chants of Sennaar,Rundisc,Focus Entertainment
500000,81.38,Tiny Bunny,"Saikono, Sokar",Serenity Forge
500000,86.39,DOOM: The Dark Ages,id Software,Bethesda Softworks
1000000,93.69,Total War: MEDIEVAL II – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive"
1000000,94.39,Universe Sandbox,Giant Army,Giant Army
1000000,94.55,The Walking Dead: Season Two,Telltale Games,Skybound Games
1000000,91.25,觅长生,Chalcedony Network,Chalcedony Network
1000000,87.68,Divinity: Original Sin - Enhanced Edition,Larian Studios,Larian Studios
1000000,79.95,Tricolour Lovestory,HL-Galgame,SakuraGame
500000,80.52,Marvel's Spider-Man 2,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC
1000000,84.17,F1® 2021,Codemasters,Electronic Arts
1000000,84.51,Hydroneer,Foulball Hangover,Foulball Hangover
1000000,91.80,F1® 2020,Codemasters,"Codemasters, Electronic Arts"
500000,95.75,Crab Champions,Noisestorm,Noisestorm
500000,50.89,Broken Arrow,Steel Balalaika,Slitherine Ltd.
1000000,88.72,Transport Fever 2,Urban Games,Good Shepherd Entertainment
2000000,78.60,Who's Your Daddy?!,Evil Tortilla Games,Evil Tortilla Games
2000000,88.74,Titan Quest Anniversary Edition,"Iron Lore Entertainment, THQ Nordic",THQ Nordic
500000,85.76,RoboCop: Rogue City,Teyon,Nacon
500000,88.10,Holdfast: Nations At War,Anvil Game Studios,Anvil Game Studios
2000000,94.65,Duck Game,Landon Podbielski,CORPTRON GAMES CORP.
500000,89.46,Soulstone Survivors,Game Smithing Limited,Game Smithing Limited
500000,95.59,Fields of Mistria,NPC Studio,NPC Studio
1000000,88.09,ICEY,FantaBlade Network,XD
2000000,90.66,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Tripwire Interactive
2000000,92.05,BioShock™,"2K Boston, 2K Australia",2K
1000000,86.39,Battle Brothers,Overhype Studios,"Hooded Horse, Overhype Studios"
1000000,92.00,Dead Space™ 2,Visceral Games,Electronic Arts
2000000,93.26,Half-Life: Opposing Force,Gearbox Software,Valve
500000,59.06,Wayfinder,Airship Syndicate,Airship Syndicate
1000000,95.09,Sally Face - Episode One,Portable Moose,Portable Moose
1000000,94.47,DOOM + DOOM II,"id Software, Nightdive Studios",Bethesda
1000000,93.50,My Friend Pedro,DeadToast Entertainment,Devolver Digital
1000000,88.66,Golf It!,Perfuse Entertainment,Perfuse Entertainment
500000,83.41,UBOAT,Deep Water Studio,PlayWay S.A.
500000,91.08,"No, I'm not a Human",Trioskaz,CRITICAL REFLEX
1000000,90.05,Dinkum,James Bendon,KRAFTON Inc.
1000000,90.78,Grand Theft Auto: Vice City,Rockstar Games,Rockstar Games
1000000,65.84,Marvel's Avengers - The Definitive Edition,"Crystal Dynamics, Eidos-Montréal, Nixxes",Crystal Dynamics
500000,95.96,Rhythm Doctor,7th Beat Games,"7th Beat Games, indienova"
1000000,93.59,HuniePop,HuniePot,HuniePot
1000000,85.45,Shadow Warrior 2,Flying Wild Hog,Devolver Digital
500000,94.84,STEINS;GATE,MAGES. Inc.,Spike Chunsoft Co. Ltd.
1000000,82.78,Hatred,Destructive Creations,Destructive Creations
500000,87.31,Bendy and the Ink Machine,Joey Drew Studios,Joey Drew Studios
1000000,92.21,Sultan's Game,Double Cross,2P Games
2000000,81.87,HITMAN™,"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)","IO Interactive A/S, Feral Interactive"
500000,74.89,Hurtworld,Bankroll Studios,Bankroll Studios
500000,93.11,FAR: Lone Sails,Okomotive,Okomotive
500000,86.44,My Time at Sandrock,Pathea Games,"Pathea Games, Focus Entertainment, PM Studios Inc., DMM Games"
500000,92.81,Contraband Police,Crazy Rocks,PlayWay S.A.
1000000,78.51,X4: Foundations,Egosoft,Egosoft
1000000,88.93,PICO PARK,TECOPARK,TECOPARK
500000,88.86,Workers & Resources: Soviet Republic,3Division,Hooded Horse
1000000,86.28,Depth,Ammobox Studios,Ammobox Studios
2000000,82.06,Sniper Elite 5,Rebellion,Rebellion
500000,86.19,Gas Station Simulator,DRAGO entertainment,"DRAGO entertainment, Shochiku"
1000000,93.40,Crypt of the NecroDancer,Brace Yourself Games,"Brace Yourself Games, Klei Entertainment"
500000,94.15,LIZARDS MUST DIE,the Bratans,"Smola Game Studio, Agafonoff"
1000000,90.71,Summer Memories,Dojin Otome,Kagura Games
500000,93.02,NEKOPARA Vol. 1,NEKO WORKs,Sekai Project
500000,83.77,Heavy Rain,Quantic Dream,Quantic Dream
500000,95.45,There Is No Game: Wrong Dimension,Draw Me A Pixel,Draw Me A Pixel
1000000,91.64,Five Nights at Freddy's 2,Scott Cawthon,Scott Cawthon
1000000,95.39,Just Shapes & Beats,Berzerk Studio,Berzerk Studio
200000,65.16,Miscreated,Entrada Interactive LLC,Entrada Interactive LLC
1000000,81.32,World War Z,Saber Interactive Inc,Saber Interactive Inc
1000000,56.80,Company of Heroes 3,Relic Entertainment,Relic Entertainment
1000000,79.18,Assassin's Creed™: Director's Cut Edition,Ubisoft Montreal,Ubisoft
1000000,91.22,Necesse,Fair Games ApS,Fair Games ApS
1000000,89.43,Chinese Parents,墨鱼玩游戏,墨鱼玩游戏
1000000,61.36,Just Cause 4 Reloaded,Avalanche Studios,Square Enix
500000,94.03,Mini Motorways,Dinosaur Polo Club,Dinosaur Polo Club
1000000,73.93,Darkest Dungeon® II,Red Hook Studios,Red Hook Studios
1000000,91.42,Farming Simulator 17,GIANTS Software,GIANTS Software
2000000,92.17,SpeedRunners,DoubleDutch Games,tinyBuild
1000000,84.80,Farthest Frontier,Crate Entertainment,Crate Entertainment
200000,80.60,Pro Soccer Online,Skywall Studios LLC,Skywall Studios LLC
1000000,93.64,Mindustry,AnukenDev,AnukenDev
500000,79.67,RuneScape: Dragonwilds,Jagex Ltd,Jagex Ltd
1000000,82.40,BATTLETECH,Harebrained Schemes,Paradox Interactive
1000000,89.86,Beholder,Alawar Stargaze (Warm Lamp Games),Alawar
500000,83.88,Hello Neighbor,Dynamic Pixels,tinyBuild
500000,71.19,Europa Universalis V,Paradox Tinto,Paradox Interactive
10000000,85.31,Life is Strange 2,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive"
500000,94.05,Thronefall,"GrizzlyGames, Mythwright",Mythwright
1000000,94.84,"Hot Dogs, Horseshoes & Hand Grenades",RUST LTD.,RUST LTD.
1000000,93.43,BALL x PIT,Kenny Sun and Friends,Devolver Digital
500000,87.66,Sonic Frontiers,Sonic Team,SEGA
2000000,17.36,The Day Before,FNTASTIC,Mytona Fntastic
200000,93.61,ANIMAL WELL,Billy Basso,Bigmode
1000000,93.64,Untitled Goose Game,House House,Panic
1000000,67.95,HUMANKIND™,AMPLITUDE Studios,AMPLITUDE Studios
500000,67.43,Half Sword,Half Sword Games,Game Seer Publishing
2000000,91.57,PAYDAY™ The Heist,OVERKILL - a Starbreeze Studio.,Starbreeze Entertainment
1000000,94.84,DUSK,David Szymanski,New Blood Interactive
500000,90.94,ABZU,Giant Squid,505 Games
500000,90.00,SurrounDead,Zurvivor,PlaySurrounDead
1000000,88.37,CloverPit,Panik Arcade,Future Friends Games
1000000,94.00,Cruelty Squad,Consumer Softproducts,Consumer Softproducts
500000,95.01,Tiny Glade,Pounce Light,Pounce Light
2000000,86.47,Serious Sam 3: BFE,Croteam,Devolver Digital
2000000,83.37,Battlerite,Stunlock Studios,Stunlock Studios
200000,90.52,AI LIMIT,Sense Games,CE-Asia
500000,79.42,Sun Haven,Pixel Sprout Studios,Pixel Sprout Studios
1000000,92.77,Darkwood,Acid Wizard Studio,"Hooded Horse, Acid Wizard Studio"
500000,75.24,FINAL FANTASY VII REBIRTH,Square Enix,Square Enix
1000000,78.32,Aliens: Fireteam Elite,Cold Iron Studios,"Cold Iron Studios, Focus Entertainment"
1000000,88.47,The Riftbreaker,EXOR Studios,"EXOR Studios, Surefire.Games"
5000000,89.55,Counter-Strike: Condition Zero,Valve,Valve
1000000,88.96,Total War: EMPIRE – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive"
1000000,86.75,GROUND BRANCH,BlackFoot Studios,MicroProse Software
500000,89.65,Road 96 🛣️,Digixart,THQ Nordic
500000,67.81,F1® 22,Codemasters,Electronic Arts
500000,79.27,Blackwake,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd
200000,96.08,ATRI -My Dear Moments-,"Frontwing, 枕",ANIPLEX.EXE
1000000,81.46,Danganronpa V3: Killing Harmony,Spike Chunsoft Co. Ltd.,Spike Chunsoft Co. Ltd.
2000000,86.39,DiRT Rally,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive, Electronic Arts"
500000,88.52,Death Must Die,Realm Archive,Realm Archive
500000,86.74,Coral Island,Stairway Games,Balor Games
1000000,61.50,Last Oasis,Donkey Crew,"Donkey Crew, Snail Games USA"
100000,85.47,F1® 25,Codemasters,Electronic Arts
1000000,89.98,Forts,EarthWork Games,EarthWork Games
500000,85.30,GoreBox,Felix Filip,F²Games
1000000,95.45,Baba Is You,Hempuli Oy,Hempuli Oy
500000,89.39,TerraTech,Payload Studios,Mythwright
2000000,92.68,Amnesia: The Dark Descent,Frictional Games,Frictional Games
1000000,95.05,Bopl Battle,Johan Grönvall,Zapray Games
500000,68.08,The Forever Winter,Fun Dog Studios,Fun Dog Studios
500000,81.72,Pacific Drive,Ironwood Studios,Kepler Interactive
200000,95.66,Before Your Eyes,GoodbyeWorld Games,Skybound Games
1000000,93.10,Townscaper,Oskar Stålberg,Raw Fury
500000,76.61,Feed and Grow: Fish,Old B1ood,Greens s.r.o.
2000000,93.18,Call of Juarez: Gunslinger,Techland,Techland Publishing
500000,93.64,Monster Train,Shiny Shoe,Good Shepherd Entertainment
500000,94.40,Milk outside a bag of milk outside a bag of milk,Nikita Kryukov,Nikita Kryukov
500000,79.53,Sunkenland,Vector3 Studio,Vector3 Studio
1000000,87.41,Salt and Sanctuary,Ska Studios,Ska Studios
500000,73.86,Frostpunk 2,11 bit studios,11 bit studios
500000,94.40,The Test,Randumb Studios,Randumb Studios
500000,85.69,Maneater,Tripwire Interactive,Tripwire Interactive
1000000,83.10,The First Berserker: Khazan,Neople,NEXON
1000000,95.07,Fran Bow,Killmonday Games AB,Killmonday Games AB
1000000,64.64,Imperator: Rome,Paradox Development Studio,Paradox Interactive
500000,87.17,High On Life,Squanch Games Inc.,Squanch Games Inc.
200000,77.15,Car For Sale Simulator 2023,Red Axe Games,Red Axe Games
1000000,90.66,Spelunky 2,"Mossmouth, BlitWorks",Mossmouth
500000,92.11,Fear & Hunger,Miro Haverinen,Happy Paintings
500000,95.70,VTOL VR,"Boundless Dynamics, LLC","Boundless Dynamics, LLC"
500000,90.15,Sifu,Sloclap,"Sloclap, Kepler Interactive"
1000000,85.90,Tropico 6,"Limbic Entertainment, Realmforge Studios",Kalypso Media
500000,86.33,The Beginner's Guide,Everything Unlimited Ltd.,"Everything Unlimited Ltd., Klei Publishing"
1000000,74.81,"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,NeocoreGames
1000000,85.10,Solasta: Crown of the Magister,Tactical Adventures,Tactical Adventures
1000000,70.52,Train Simulator Classic,Dovetail Games,"Dovetail Games - Trains, Dovetail Games"
200000,90.83,9 Kings,Sad Socket,"Hooded Horse, Sidekick Publishing"
1000000,74.24,ORION: Prelude,DANKIE,DANKIE
2000000,83.95,Magicka,Arrowhead Game Studios,Paradox Interactive
1000000,86.61,Horizon Forbidden West™ Complete Edition,"Guerrilla, Nixxes Software",PlayStation Publishing LLC
500000,83.91,Amazing Cultivation Simulator,GSQ Games,"GSQ Games, Gamirror Games"
200000,94.83,Mon Bazou,Santa Goat,Santa Goat
1000000,87.37,Hardspace: Shipbreaker,Blackbird Interactive,Blackbird Interactive
1000000,76.13,Vampyr,DONTNOD Entertainment,Focus Entertainment
200000,65.33,The Texas Chain Saw Massacre,Sumo Digital,Gun Interactive
500000,54.98,Subverse,Studio FOW Interactive,Streembit Ltd
1000000,73.48,Squad 44,Offworld,Offworld
1000000,90.78,X-Plane 11,Laminar Research,Laminar Research
1000000,72.67,The Ascent,Neon Giant,KRAFTON Inc.
500000,93.07,Roboquest,RyseUp Studios,RyseUp Studios
